code,output,obfuscate code,obfuscate output,obfuscation type,equal,implemented obfuscation
let num = 12345;console.log(num + 1);,12346,"""let a=12345;console.log(a+1);""
",12346,Naming Obfuscation,TRUE,FALSE
"let name = ""Carlo""; console.log(name); console.log(name.length); console.log(name.length+5);","Carlo
5
10","""let _0x5d33=['Carlo','log','length'];let _0x307c=_0x5d33[0];console[_0x5d33[1]](_0x307c);console[_0x5d33[1]](_0x307c[_0x5d33[2]]);console[_0x5d33[1]](_0x307c[_0x5d33[2]]+5);""
","Carlo
5
10",Naming Obfuscation,TRUE,TRUE
console.log(50*.5-30/2+1);,11,"""console.log(((typeof(50*'a')=='number'?50:50)*((typeof('a'*0.5)=='number'?0.5:0.5))-((typeof(30/'a')=='number'?30:30)/((typeof('a'/2)=='number'?2:2)))+((typeof(1/'a')=='number'?1:1)));""","Error: Command '['node', '-e', ""console.log(((typeof(50*'a')=='number'?50:50)*((typeof('a'*0.5)=='number'?0.5:0.5))-((typeof(30/'a')=='number'?30:30)/((typeof('a'/2)=='number'?2:2)))+((typeof(1/'a')=='number'?1:1)));""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"let hello=""Hello,""; let world = ""World!""; console.log(hello, world);","Hello, World!","""let _a='Hello,';let _b='World!';console.log(_a,_b);""
","Hello, World!",Naming Obfuscation,TRUE,TRUE
"const arr = [1, 2, 3];console.log(arr.map(x => x * x));","[ 1, 4, 9 ]","""const _0x5874=['map','log'];const[_0x392b,_0x4e50]=_0x5874;const _0x1e52=[1,2,3];console[_0x4e50](_0x1e52[_0x392b](x=>x*x));""","[ 1, 4, 9 ]",Naming Obfuscation,TRUE,TRUE
let num = 4*5;console.log(num);,20,"""leta=4*5;console.log(a);""
","Error: Command '['node', '-e', 'leta=4*5;console.log(a);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let name = 'Eric';console.log(name);console.log(name + ' Ortiz');,"Eric
Eric Ortiz","""let _0x5cbf=['Eric','Ortiz'];let _0x278a=_0x5cbf[0];console['log'](_0x278a);console['log'](_0x278a+' '+_0x5cbf[1]);""
","Eric
Eric Ortiz",Naming Obfuscation,TRUE,TRUE
"let name = ""Carlo"";console.log(name + "", oh, "" + name);","Carlo, oh, Carlo","""let _0xabc123='Carlo';console.log(_0xabc123+', oh, '+_0xabc123);""
","Carlo, oh, Carlo",Naming Obfuscation,TRUE,TRUE
"""Hello JavaScript""; console.log(""Hello JavaScript"");",Hello JavaScript,"""a='_Hello JavaScript';console.log(a)"";
","Error: Command '['node', '-e', 'a=\'_Hello JavaScript\';console.log(a)"";']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
console.log('Hello World!');,Hello World!,"""a_b_c('Hello World!');""","Error: Command '['node', '-e', ""a_b_c('Hello World!');""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let name = 'Carlo'; console.log(name); let age = 34; console.log(age);,"Carlo
34","""let _0x3b5a=['Carlo',34];let _0x4079=_0x3b5a[0];console['log'](_0x4079);let _0x25e6=_0x3b5a[1];console['log'](_0x25e6);""
","Carlo
34",Naming Obfuscation,TRUE,TRUE
let total = 100 - 20; console.log(total),80,"""let a=100-20;console.log(a);""
",80,Naming Obfuscation,TRUE,FALSE
let name = 'Carlo';console.log(name + '!'),Carlo!,"""let _0xabc123='Carlo';console.log(_0xabc123+'!')""
",Carlo!,Naming Obfuscation,TRUE,TRUE
let number = 8;console.log(number);,8,"""let a=8;console.log(a);""
",8,Naming Obfuscation,TRUE,FALSE
"`let name =""john"";let age = 35; console.log(name + "" is "" + age);`",,"""let _0xabc123='john';let _0xdef456=35;console.log(_0xabc123+\"" is \""+_0xdef456);""
","Error: Command '['node', '-e', 'let _0xabc123=\'john\';let _0xdef456=35;console.log(_0xabc123+\\"" is \\""+_0xdef456);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let num = 100;console.log(num);,100,"""letaaa=100;console.log(letaaa);""
",100,Naming Obfuscation,TRUE,FALSE
let name = 'Carlo'; console.log(name);,Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
'console.log(4*4);',,"""'a'['log'](0xF*4);""","Error: Command '['node', '-e', ""'a'['log'](0xF*4);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
console.log('JavaScript');console.log('is');console.log('fun');,"JavaScript
is
fun","""_[0](_[1]('JavaScript'));_[0](_[1]('is'));_[0](_[1]('fun'));var _=[console,String];""
","Error: Command '['node', '-e', ""_[0](_[1]('JavaScript'));_[0](_[1]('is'));_[0](_[1]('fun'));var _=[console,String];""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"console.log(Math.pow(2,10));",1024,"""console.log(_0xabc123(2,10));function _0xabc123(_0x123,_0x456){return Math.pow(_0x123,_0x456);}""",1024,Naming Obfuscation,TRUE,TRUE
let number = 5;console.log(number + 10);,15,"""let a=5;console.log(a+10);""
",15,Naming Obfuscation,TRUE,FALSE
"""use strict"";
let name;
name = 'Carlo';
console.log(name);
console.log(name + '!');","Carlo
Carlo!","""use strict"";let _0x43dfc1;_0x43dfc1='Carlo';console.log(_0x43dfc1);console.log(_0x43dfc1+'!');
","Error: Command '['node', '-e', 'use strict"";let _0x43dfc1;_0x43dfc1=\'Carlo\';console.log(_0x43dfc1);console.log(_0x43dfc1+\'!\');']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let one = 1;let two = 2;console.log(one + two);,3,"""leta=1;letb=2;console.log(a+b);""","Error: Command '['node', '-e', 'leta=1;letb=2;console.log(a+b);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let greeting = 'Hello'; let name = 'Carlo'; console.log(greeting + ' ' + name + '!');,Hello Carlo!,"""let _0x36e8=['Hello','Carlo'];console.log(_0x36e8[0]+' '+_0x36e8[1]+'!');""
",Hello Carlo!,Naming Obfuscation,TRUE,TRUE
let name = 'Sparkle'; console.log('My name is ' + name + ' and I am an AI');,My name is Sparkle and I am an AI,"""let _0xabc123='Sparkle';console.log('My name is '+_0xabc123+' and I am an AI');""",My name is Sparkle and I am an AI,Naming Obfuscation,TRUE,TRUE
"let first = ""Anna"";let last = ""Johnson"";console.log(first + "" "" + last);",Anna Johnson,"""let _0xabc123='Anna';let _0xdef456='Johnson';console.log(_0xabc123+' '+_0xdef456);""
",Anna Johnson,Naming Obfuscation,TRUE,TRUE
"const square = (x) => x**2;
console.log(square(3));
console.log(square(9));
console.log(square(15));","9
81
225","""const _0x5a43d1=(0x493c9e)=>0x493c9e**0x2;console['log'](_0x5a43d1(0x3));console['log'](_0x5a43d1(0x9));console['log'](_0x5a43d1(0xf));""
","Error: Command '['node', '-e', ""const _0x5a43d1=(0x493c9e)=>0x493c9e**0x2;console['log'](_0x5a43d1(0x3));console['log'](_0x5a43d1(0x9));console['log'](_0x5a43d1(0xf));""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let name = 'Carlo'; console.log('The name is: ' + name + '!'); name = 'Sam'; console.log('Now the name is: ' + name + '!');,"The name is: Carlo!
Now the name is: Sam!","""let _0x4321=['The name is: ','!','Now the name is: '];let _0x1234='Carlo';console['log'](_0x4321[0x0]+_0x1234+_0x4321[0x1]);_0x1234='Sam';console['log'](_0x4321[0x2]+_0x1234+_0x4321[0x1]);""
","The name is: Carlo!
Now the name is: Sam!",Naming Obfuscation,TRUE,TRUE
let name = 'Carlo'; console.log(name); let age = 30; console.log(age);,"Carlo
30","""let _0x560425='Carlo';console.log(_0x560425);let _0x4288c2=30;console.log(_0x4288c2);""
","Carlo
30",Naming Obfuscation,TRUE,TRUE
"let myArray = [1,2,3,4,5];
let ArraySumming = myArray.reduce((a,b) => a + b, 0);
console.log(ArraySumming);",15,"""let ggg=[1,2,3,4,5];let ttt=ggg.reduce((a,b)=>a+b,0);console.log(ttt);""
",15,Naming Obfuscation,TRUE,FALSE
'Hi';console.log('Hello World');console.log('Hello World');console.log('Hello World');console.log('Hello World');,"Hello World
Hello World
Hello World
Hello World","""Hi"";console.log(""Hello World"");console.log(""Hello World"");console.log(""Hello World"");console.log(""Hello World""); 
","Error: Command '['node', '-e', 'Hi"";console.log(""Hello World"");console.log(""Hello World"");console.log(""Hello World"");console.log(""Hello World"");']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"let age = 61;
let firstName = ""Carlo"";
let height = 71;
console.log(age);
console.log(firstName);
console.log(height);","61
Carlo
71","""letage=61;letfirstName=\""Carlo\"";letheight=71;console.log(age);console.log(firstName);console.log(height);""","Error: Command '['node', '-e', 'letage=61;letfirstName=\\""Carlo\\"";letheight=71;console.log(age);console.log(firstName);console.log(height);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"""use strict"";console.log(!""true""&&!!null&&!undefined);",FALSE,"""use strict"";console.log(!a&&!!_&&!b); 
","Error: Command '['node', '-e', 'use strict"";console.log(!a&&!!_&&!b);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"console.log('( ? + ? + ? ) * ?');
console.log((2 + 3 + 5) * 1);
console.log('( ? - ? ) * ?');
console.log((5 - 2) * 2);
console.log('( ? / ? + ? ) * ?');
console.log((6 / 3 + 4) * 2);","( ? + ? + ? ) * ?
10
( ? - ? ) * ?
6
( ? / ? + ? ) * ?
12","""console['log']('( ? + ? + ? ) * ?');console['log']((2+3+5)*1);console['log']('( ? - ? ) * ?');console['log']((5-2)*2);console['log']('( ? / ? + ? ) * ?');console['log']((6/3+4)*2);""
","( ? + ? + ? ) * ?
10
( ? - ? ) * ?
6
( ? / ? + ? ) * ?
12",Naming Obfuscation,TRUE,FALSE
"const add = (num1, num2) => num1 + num2; console.log(add(5, 6));",11,"""const _0xabc123 = (a,b) => a + b;console.log(_0xabc123(5, 6));""
",11,Naming Obfuscation,TRUE,TRUE
"const names = ['John', 'Jane', 'Bob', 'Alice']; console.log(names[2]); console.log(names);","Bob
[ 'John', 'Jane', 'Bob', 'Alice' ]","""const _0x5105=['John','Jane','Bob','Alice'];console.log(_0x5105[2]);console.log(_0x5105);""
","Bob
[ 'John', 'Jane', 'Bob', 'Alice' ]",Naming Obfuscation,TRUE,TRUE
"number = 10;
string = ""Hello"";
boolean = true;
nullVariable = null;
undefinedVariable = undefined;
console.log(number + ""; "" + string + ""; "" + boolean + ""; "" + nullVariable + ""; "" + undefinedVariable);",10; Hello; true; null; undefined,"""n=10;s=\""Hello\"";b=true;u=null;d=undefined;console.log(n+\""; \""+s+\""; \""+b+\""; \""+u+\""; \""+d)""
","Error: Command '['node', '-e', 'n=10;s=\\""Hello\\"";b=true;u=null;d=undefined;console.log(n+\\""; \\""+s+\\""; \\""+b+\\""; \\""+u+\\""; \\""+d)']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let name = 'John'; let age = 20; let result = name + ' is ' + age; console.log(result);,John is 20,"""let _0x3132='John';let _0x4412=20;let _0x2132=_0x3132+' is '+_0x4412;console.log(_0x2132);""
",John is 20,Naming Obfuscation,TRUE,TRUE
"console.log(-2E-01);
console.log(typeof -2E-01);
console.log(55 + 44);
console.log('55' + '44');
console.log(55 + '44');
console.log('55' + 44);","-0.2
number
99
5544
5544
5544","""console.log(-2E-01);console.log(typeof -2E-01);console.log(55+44);console.log('55'+'44');console.log(55+'44');console.log('55'+44);""
","-0.2
number
99
5544
5544
5544",Naming Obfuscation,TRUE,FALSE
let x = 10;let y = 5;console.log(x + y);,15,"""leta=10;letb=5;console.log(a+b);""
","Error: Command '['node', '-e', 'leta=10;letb=5;console.log(a+b);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
console.log(Array.isArray([]));console.log(Array.isArray({})),"true
false","""a_0(b_1.c_2([]));a_0(b_1.c_2({}))"";","Error: Command '['node', '-e', 'a_0(b_1.c_2([]));a_0(b_1.c_2({}))"";']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let name = 'Carlo'; let age = 28; console.log(name + ' ' + age);,Carlo 28,"""let _0xabc123='Carlo';let _0xdef456=28;console.log(_0xabc123+' '+_0xdef456);""
",Carlo 28,Naming Obfuscation,TRUE,TRUE
"let a = 5, b = 10, c = a + b; console.log(c);",15,"""let _0=5,_1=10,_2=_0+_1;console.log(_2);""
",15,Naming Obfuscation,TRUE,TRUE
"let test = ""Test"";
let number = 3;
let total = test + number;
console.log(total);",Test3,"""let _a='Test';let _b=3;let _c=_a+_b;console.log(_c);""
",Test3,Naming Obfuscation,TRUE,TRUE
"let result; result = ""Hello world!""; console.log(result);",Hello world!,"""let _0xabc123;_0xabc123=\""Hello world!\"";console.log(_0xabc123);""
","Error: Command '['node', '-e', 'let _0xabc123;_0xabc123=\\""Hello world!\\"";console.log(_0xabc123);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"console.log('This is a simple string without quotes or slashes. It is under 10 lines, and it does not use control flows, loops, randomness, dates, or variables that can change depending on when called.');","This is a simple string without quotes or slashes. It is under 10 lines, and it does not use control flows, loops, randomness, dates, or variables that can change depending on when called.","""eFg('This is a simple string without quotes or slashes. It is under 10 lines, and it does not use control flows, loops, randomness, dates, or variables that can change depending on when called.');""
","Error: Command '['node', '-e', ""eFg('This is a simple string without quotes or slashes. It is under 10 lines, and it does not use control flows, loops, randomness, dates, or variables that can change depending on when called.');""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"let name = ""Mocha"";
let greeting = ""Hello, "";
console.log(greeting + name);","Hello, Mocha","""let _0xabc123='Mocha';let _0xdef456='Hello, ';console.log(_0xdef456+_0xabc123);""
","Hello, Mocha",Naming Obfuscation,TRUE,TRUE
