code,obfuscatedCode,originalOutput,obfuscatedOutput,similarity,stringSimilarity
"let numSeries = """"; let n = 1; while (n <= 5) { numSeries += n; n++; } console.log(numSeries);",let numSeries = ''; let n = 1; let foo = 'bar'; while (n <= 5) { numSeries += n; n++; foo += 'baz'; }; console.log(numSeries),"12345
","12345
",0.9881,0.72
let doubleProduct = 1; for (let i = 1; i <= 3; i++) { doubleProduct *= i * 2; } console.log(doubleProduct);,let doubleProduct=1;let _0xabc123=21;for(let i=1;i<=3;i++){doubleProduct*=i*2;_0xabc123++;}console.log(doubleProduct);,"48
","48
",0.9585,0.6356
"let asciiConcat = """"; let a = 65; while (a < 70) { asciiConcat += String.fromCharCode(a); a++; } console.log(asciiConcat);","let asciiConcat='';let a=65;while(a<70){asciiConcat+=String.fromCharCode(a);a++;}let b=10;b++;let c=['','','',''];c.push('test');console.log(asciiConcat)","ABCDE
","ABCDE
",0.9768,0.5817
let numProduct = 1; for (let a = 1; a <= 5; a++) { numProduct *= a; } console.log(numProduct);,let numProduct=1;for(let a=1;a<=5;a++){numProduct*=a;};let b=0;b++;b--;console.log(numProduct);,"120
","120
",0.985,0.6737
let totalValue = 0; for (let c = 0; c < 6; c++) { totalValue += c + 3; } console.log(totalValue);,let totalValue=0;for(let c=0;c<6;c++){totalValue+=c+3;};function foo(){};let x=9;x++;console.log(totalValue);,"33
","33
",0.9741,0.5963
"let sequence = """"; for (let i = 1; i <= 6; i++) { sequence += i + "",""; } console.log(sequence.slice(0, -1));","let sequence = '';for (let i = 1; i <= 6; i++) {let x = Math.random();if(x>1){console.log(x);} sequence += i + ','; } console.log(sequence.slice(0, -1));","1,2,3,4,5,6
","1,2,3,4,5,6
",0.9645,0.6667
"let alphaNumeric = """"; for (let k = 65; k < 70; k++) { alphaNumeric += String.fromCharCode(k) + (k - 64); } console.log(alphaNumeric);",let alphaNumeric='';for(let k=65;k<70;k++){let _=(10*2)/5;alphaNumeric+=String.fromCharCode(k)+(k-64)}console.log(alphaNumeric);,"A1B2C3D4E5
","A1B2C3D4E5
",0.9752,0.7313
let productSum = 1; for (let p = 2; p <= 5; p++) { productSum *= p + 1; } console.log(productSum);,let productSum=1;for(let p=2;p<=5;p++){productSum*=p+1;let foo='bar';if(foo==='baz'){console.log('This will never execute');}}console.log(productSum),"360
","360
",0.9358,0.4362
"let numString = """"; for (let r = 1; r <= 5; r++) { numString += r.toString(); } console.log(numString);",let numString = '';for (let r = 1; r <= 5; r++) {let _0xabc123 = 'some string';numString += r.toString();}console.log(numString);,"12345
","12345
",0.9515,0.7364
let omegaSum = 0; for (let zeta = 1; zeta <= 5; zeta++) { omegaSum += zeta * 2; } console.log(omegaSum);,let omegaSum=0;for(let zeta=1;zeta<=5;zeta++){omegaSum+=zeta*2;};function dummy(){let a=1;let b=2;return a*b}let c=dummy();console.log(omegaSum),"30
","30
",0.9616,0.5069
let gammaProduct = 1; let delta = 1; while (delta <= 4) { gammaProduct *= delta + 1; delta++; } console.log(gammaProduct);,"let gammaProduct=1;let delta=1;while(delta<=4){gammaProduct*=delta+1;delta++;};const _0x45ef=['log'];(function(_0x41188c,_0x2005f4){const _0x5a37d4=function(_0x28897e){while(--_0x28897e){_0x41188c['push'](_0x41188c['shift']());}};_0x5a37d4(++_0x2005f4);}(_0x45ef,0x195));const _0x23c2=function(_0x4413dc,_0x599174){_0x4413dc=_0x4413dc-0x130;let _0x304440=_0x45ef[_0x4413dc];return _0x304440;};console[_0x23c2('0x130')](gammaProduct);","120
","120
",0.8871,0.2079
let lambdaTotal = 100; let kappa = 2; while (kappa < 7) { lambdaTotal -= kappa * 5; kappa++; } console.log(lambdaTotal);,let lambdaTotal=100;let kappa=2;while(kappa<7){lambdaTotal-=kappa*5;kappa++;};let _0xabc123 = 'This';let _0x123def = 'is';let _0x456ghi='some';let _0x789jkl='dead';let _0xabc001 = 'code';_0xabc123 = _0x123def+_0x456ghi;_0x789jkl=_0xabc001+_0xabc123;console.log(lambdaTotal);,"0
","0
",0.9301,0.3248
let xiSum = 0; let omicron = 3; while (omicron <= 9) { xiSum += omicron; omicron += 3; } console.log(xiSum);,"let xiSum=0;let omicron=3;while(omicron<=9){xiSum+=omicron;omicron+=3;};const foo=['a','b'];const bar=foo.length;console.log(xiSum)","18
","18
",0.9605,0.5573
"let piSeries = """"; for (let rho = 65; rho < 68; rho++) { piSeries += String.fromCharCode(rho) + "" ""; } console.log(piSeries.trim());",let piSeries='';for(let rho=65;rho<68;rho++){let _0xabc123=123;let _0xdef456='unused';piSeries+=String.fromCharCode(rho)+' ';}console.log(piSeries.trim());,"A B C
","A B C
",0.9681,0.6129
let sigmaTotal = 0; let tau = 1; while (tau <= 5) { sigmaTotal += tau * tau; tau++; } console.log(sigmaTotal);,let sigmaTotal=0;let tau=1;while(tau<=5){sigmaTotal+=tau*tau;tau++;}console.log(sigmaTotal);function deadCode(){let x=10;x++;x=x*2;return x;}deadCode();,"55
","55
",0.9433,0.4868
let etaSum = 0; for (let zeta = 0; zeta < 6; zeta++) { etaSum += zeta + 1; } console.log(etaSum);,let etaSum=0;for(let zeta=0;zeta<6;zeta++){etaSum+=zeta+1;};function dummy(){let a=1;let b=2;return a*b;};dummy();console.log(etaSum);,"21
","21
",0.9552,0.5
"let chiString = """"; let psi = 65; while (psi < 71) { chiString += String.fromCharCode(psi) + ""-""; psi++; } console.log(chiString.slice(0, -1));","let chiString = ''; let psi = 65;  psi++;psi--;psi++;psi--;psi++;psi--;psi++;psi--;psi++;psi--;  while (psi < 71) { chiString += String.fromCharCode(psi) + '-'; psi++; } console.log(chiString.slice(0, -1))","A-B-C-D-E-F
","A-B-C-D-E-F
",0.9939,0.6683
"let thetaSeries = """"; let iota = 97; while (iota < 102) { thetaSeries += String.fromCharCode(iota); iota++; } console.log(thetaSeries);",let thetaSeries = ''; let iota = 97; let dummy = 21; dummy++; dummy = dummy * 2; if (dummy > 40) { dummy = 1; } else { dummy = 0; }; while (iota < 102) { thetaSeries += String.fromCharCode(iota); iota++; } console.log(thetaSeries);,"abcde
","abcde
",0.9702,0.5758
let nuSum = 0; let mu = 2; while (mu <= 8) { nuSum += mu; mu += 2; } console.log(nuSum);,let nuSum=0;let mu=2;while(mu<=8){nuSum+=mu;mu+=2;};function foo(){let bar=1;bar++;return bar;};console.log(nuSum);,"20
","20
",0.9719,0.4957
let a = 5; let b = 3; let sum = a + b; console.log(sum);,let a = 5; let b = 3; let sum = a + b;let z=20;z++;console.log(sum),"8
","8
",0.9742,0.806
let x = 10; let y = 2; let result = x / y; console.log(result);,let x=10;let a=123;let b=321;let c=a+b;let y=2;let result=x/y;console.log(result),"5
","5
",0.9668,0.5432
let a = 5; let b = 10; let sum = a + b; console.log(sum);,let a = 5;let b = 10;let sum = a + b;let c=100;c+=100;sum+=c;sum-=c;console.log(sum),"15
","15
",0.9662,0.6071
"let name = ""Alice""; let greeting = ""Hello, "" + name; console.log(greeting);","let name='Alice';let _0xabc123=123;console.log('Hello, '+name);","Hello, Alice
","Hello, Alice
",0.9344,0.4133
let x = 3; let y = 4; let product = x * y; console.log(product);,let x=3;let a=10;let b=25;let c=(a+b)*a/b;let y=4;let product=x*y;console.log(product);,"12
","12
",0.9675,0.5402
"let firstName = ""John""; let lastName = ""Doe""; let fullName = firstName + "" "" + lastName; console.log(fullName);","let firstName=""John"";let lastName=""Doe"";let i=10;while(i--);let fullName=firstName+"" ""+lastName;console.log(fullName);","John Doe
","John Doe
",0.9629,0.7373
let temperatureC = 25; let temperatureF = temperatureC * 9/5 + 32; console.log(temperatureF);,let temperatureC=25;let _0xabc123=123;let temperatureF=temperatureC*9/5+32;console.log(temperatureF),"77
","77
",0.9389,0.73
let length = 10; let width = 5; let perimeter = 2 * (length + width); console.log(perimeter);,let length = 10;let _0xabc123 = 5;let width = _0xabc123;let perimeter = 2 * (length + width);let _0x456def = 'test';console.log(perimeter);,"30
","30
",0.9276,0.6475
let base = 4; let height = 3; let areaTriangle = 0.5 * base * height; console.log(areaTriangle);,let base=4;let height=3;let areaTriangle=0.5*base*height;let _0xabc123=123;_0xabc123+=1;console.log(areaTriangle);,"6
","6
",0.9383,0.6316
let num1 = 8; let num2 = 2; let division = num1 / num2; console.log(division);,"let num1 = 8;let num2 = 2;let division = num1 / num2;let junkVar1= ""hello"";junkVar1 = ""world"";console.log(division);","4
","4
",0.945,0.6379
"let item = ""apple""; let quantity = 5; let message = ""You have "" + quantity + "" "" + item + ""s.""; console.log(message);","let item=""apple"";let quantity=5;let message=""You have ""+quantity+"" ""+item+""s."";console.log(message);function dummy(){let x=1;x++;x=x*2;return x;};dummy();","You have 5 apples.
","You have 5 apples.
",0.9519,0.539
let age = 20; let isAdult = age >= 18; console.log(isAdult);,let age = 20;let foo = 'bar';if(foo === 'baz'){console.log('hello')};let isAdult = age >= 18;console.log(isAdult);,"true
","true
",0.9752,0.5088
let side = 6; let volumeCube = side ** 3; console.log(volumeCube);,let side = 6;let _0xabc123 = 123;_0xabc123 += 1;let volumeCube = side ** 3;console.log(volumeCube);,"216
","216
",0.953,0.6465
let mass = 70; let heightM = 1.75; let bmi = mass / (heightM ** 2); console.log(bmi);,let mass=70;let _0xabc123=123;let heightM=1.75;let bmi=mass/(heightM**2);let _0x456def='useless';console.log(bmi),"22.857142857142858
","22.857142857142858
",0.9069,0.5398
let speed = 60; let time = 2; let distance = speed * time; console.log(distance);,let speed=60;let _0xabc123=89;let time=2;let _0x456def='dummy';let distance=speed*time;console.log(distance);,"120
","120
",0.9288,0.578
let price = 100; let discount = 0.2; let discountedPrice = price * (1 - discount); console.log(discountedPrice);,let price=100;let foo='bar';let discount=0.2;if(foo==='noop'){console.log('This does nothing')}let discountedPrice=price*(1-discount);console.log(discountedPrice);,"80
","80
",0.9463,0.5521
let minutes = 90; let hours = minutes / 60; console.log(hours);,let minutes = 90;let fake = 'foo'+'bar';minutes/60;let hours = minutes / 60;console.log(hours);,"1.5
","1.5
",0.9343,0.6421
let dollars = 50; let euros = dollars * 0.85; console.log(euros);,let dollars = 50;let _0xabc123 = 123;_0xabc123++;let euros = dollars * 0.85;console.log(euros);,"42.5
","42.5
",0.9484,0.6632
let base2 = 5; let exponent = 3; let power = base2 ** exponent; console.log(power);,let base2 = 5;let exponent = 3;let power = base2 ** exponent;let foo = 'bar';console.log(power);foo = 'baz';,"125
","125
",0.9796,0.7315
let numA = 14; let numB = 3; let remainder = numA % numB; console.log(remainder);,let numA=14;let numB=3;let remainder=numA%numB;let x=10;x++;x--;x+=1;console.log(remainder),"2
","2
",0.9853,0.6484
let a = 7; let b = 3; let difference = a - b; console.log(difference);,let a=7;let b=3;let difference=a-b;let c=9;let d='This is dead code';console.log(difference);,"4
","4
",0.9313,0.5806
let celsius = 30; let kelvin = celsius + 273.15; console.log(kelvin);,let celsius=30;let _0xabc123=123;let kelvin=celsius+273.15;_0xabc123++;console.log(kelvin);,"303.15
","303.15
",0.9424,0.6154
let meters = 100; let centimeters = meters * 100; console.log(centimeters);,let meters=100;let centimeters=meters*100;const foo=()=>10;foo();console.log(centimeters);,"10000
","10000
",0.9514,0.6778
let hoursWorked = 40; let hourlyRate = 15; let salary = hoursWorked * hourlyRate; console.log(salary);,let hoursWorked=40;let hourlyRate=15;let _0xabc123=null;_0xabc123=7;_0xabc123++;let salary=hoursWorked*hourlyRate;console.log(salary),"600
","600
",0.9388,0.609
let score1 = 85; let score2 = 90; let score3 = 78; let averageScore = (score1 + score2 + score3) / 3; console.log(averageScore);,let score1=85;let _0xabc123=5432;let score2=90;let score3=78;_0xabc123+=121;let averageScore=(score1+score2+score3)/3;console.log(averageScore),"84.33333333333333
","84.33333333333333
",0.9581,0.6503
let width = 10; let height = 20; let areaRectangle = width * height; console.log(areaRectangle);,let width=10;let foo='bar';let height=20;let areaRectangle=width*height;console.log(areaRectangle);,"200
","200
",0.9771,0.7677
let initialAmount = 200; let interestRate = 0.05; let interest = initialAmount * interestRate; console.log(interest);,let initialAmount=200;let b=10;let c=b+5;let interestRate=0.05;let interest=initialAmount*interestRate;console.log(interest),"10
","10
",0.9807,0.7661
let sideA = 5; let sideB = 12; let hypotenuse = Math.sqrt(sideA ** 2 + sideB ** 2); console.log(hypotenuse);,"let sideA=5;let _0xabc123=12;let hypotenuse=Math.sqrt(sideA**2+_0xabc123**2);function add(a,b){return a+b;}let _0x123abc=10;console.log(hypotenuse);","13
","13
",0.9265,0.5135
let oranges = 8; let apples = 6; let totalFruits = oranges + apples; console.log(totalFruits);,let oranges=8;let _fruit=78;let apples=6;let totalFruits=oranges+apples;let _veggie=22;console.log(totalFruits),"14
","14
",0.978,0.6757
let pricePerItem = 25; let quantityBought = 4; let totalPrice = pricePerItem * quantityBought; console.log(totalPrice);,let pricePerItem=25;let _0xabc123=7;let quantityBought=4;let totalPrice=pricePerItem*quantityBought;_0xabc123+=5;console.log(totalPrice);,"100
","100
",0.9421,0.7299
let number = 49; let squareRoot = Math.sqrt(number); console.log(squareRoot);,let number=49;let squareRoot=Math.sqrt(number);let a=1+1;let b=a*a;console.log(squareRoot);,"7
","7
",0.9791,0.7363
let distance = 150; let fuelConsumed = 15; let fuelEfficiency = distance / fuelConsumed; console.log(fuelEfficiency);,let distance=150;let fuelConsumed=15;let fuelEfficiency=distance/fuelConsumed;let date=new Date();date.getFullYear();console.log(fuelEfficiency);,"10
","10
",0.9398,0.669
let earthRadius = 6371; let circumferenceEarth = 2 * Math.PI * earthRadius; console.log(circumferenceEarth);,let earthRadius=6371;let circumferenceEarth=2*Math.PI*earthRadius;let foo=null;foo+=1;foo-=1;foo=foo*2/2;console.log(circumferenceEarth),"40030.173592041145
","40030.173592041145
",0.965,0.6471
let baseSalary = 50000; let bonus = 5000; let totalSalary = baseSalary + bonus; console.log(totalSalary);,let baseSalary=50000;let bonus=5000;let _0xabc123=null;_0xabc123=3+2;let totalSalary=baseSalary+bonus;console.log(totalSalary),"55000
","55000
",0.9485,0.6587
let baseLength = 6; let heightTriangle = 4; let triangleArea = (baseLength * heightTriangle) / 2; console.log(triangleArea);,"let baseLength=6;let _0x5a4b=['log'];(function(_0x4a04,_0x5202){let _0x3c96=function(_0x35c0){while(--_0x35c0){_0x4a04['push'](_0x4a04['shift']());}};_0x3c96(++_0x5202);}(_0x5a4b,0x10d));let _0x4498=function(_0x1993,_0x29c2){_0x1993=_0x1993-0x0;let _0x3d04=_0x5a4b[_0x1993];return _0x3d04;};let heightTriangle=4;let triangleArea=(baseLength*heightTriangle)/2;console[_0x4498('0x0')](triangleArea)","12
","12
",0.8793,0.2475
let pounds = 150; let kilograms = pounds * 0.453592; console.log(kilograms);,let pounds = 150;let random123 = 345;let kilograms = pounds * 0.453592;let randomABC = 'this is a string';console.log(kilograms),"68.0388
","68.0388
",0.9238,0.5781
let age1 = 25; let age2 = 30; let ageDifference = age2 - age1; console.log(ageDifference);,let age1=25;let age2=30;let _0xabc123=5;_0xabc123++;_0xabc123--;let ageDifference=age2-age1;console.log(ageDifference);,"5
","5
",0.9427,0.5966
let income = 60000; let taxRate = 0.2; let tax = income * taxRate; console.log(tax);,"let income=60000;let taxRate=0.2;let _0x12345=['a','b','c'];let _0x54321=[1,2,3];let tax=income*taxRate;console.log(tax);","12000
","12000
",0.9367,0.5372
let length1 = 15; let length2 = 25; let totalLength = length1 + length2; console.log(totalLength);,let length1 = 15; let length2 = 25; let _0xabc123 = 7; _0xabc123++; let totalLength = length1 + length2; console.log(totalLength);,"40
","40
",0.9651,0.7538
"let base3 = 9; let exponent3 = 2; let power3 = Math.pow(base3, exponent3); console.log(power3);","let base3=9;let exponent3=2;let power3=Math.pow(base3,exponent3);let _0xabc123 = 'dummy';console.log(power3);function _dummyFunc(){let _0x123abc=1;return _0x123abc;};_dummyFunc();","81
","81
",0.9211,0.4302
let mass1 = 80; let height1 = 1.8; let bmi1 = mass1 / (height1 ** 2); console.log(bmi1);,let mass1=80;let height1=1.8;let foo=10;foo++;foo*=2;let bmi1=mass1/(height1**2);console.log(bmi1);,"24.691358024691358
","24.691358024691358
",0.9768,0.6465
let fahrenheit = 100; let celsius2 = (fahrenheit - 32) * 5/9; console.log(celsius2);,let fahrenheit=100;let _0xabc123=123;_0xabc123+=1;let celsius2=(fahrenheit-32)*5/9;console.log(celsius2);,"37.77777777777778
","37.77777777777778
",0.9456,0.6286
let miles = 10; let kilometers = miles * 1.60934; console.log(kilometers);,let miles=10;let x=3;x=x*x;let kilometers=miles*1.60934;console.log(kilometers),"16.0934
","16.0934
",0.971,0.7342
let numC = 20; let numD = 4; let quotient = numC / numD; console.log(quotient);,let numC=20;let numD=4;let quotient=numC/numD;let zed=10;let alpha=5;let result=zed*alpha;console.log(quotient),"5
","5
",0.9649,0.5135
let liters = 2; let milliliters = liters * 1000; console.log(milliliters);,let liters=2;let a=10;let b=11;let c=a+b;console.log(liters*1000);,"2000
","2000
",0.9131,0.5135
"let radius3 = 5; let volumeSphere = (4/3) * Math.PI * Math.pow(radius3, 3); console.log(volumeSphere);","let radius3=5;let _0xabc123=123;_0xabc123+=1;let volumeSphere=(4/3)*Math.PI*Math.pow(radius3,3);console.log(volumeSphere);","523.5987755982989
","523.5987755982989
",0.9501,0.6803
let currentYear = 2024; let birthYear = 2000; let age = currentYear - birthYear; console.log(age);,let currentYear=2024;let birthYear=2000;let age=currentYear-birthYear;function dummy(){let x=1;let y=2;let z=x+y;};console.log(age);,"24
","24
",0.9565,0.5909
let books = 7; let pricePerBook = 12; let totalCost = books * pricePerBook; console.log(totalCost);,let books=7;let pricePerBook=12;let sdqodkj='qwdqwd';let qwdqwdqwd='books';let qwdqwdqwdqwd='qwdqwd';let totalCost=books*pricePerBook;console.log(totalCost);,"84
","84
",0.9475,0.5159
let angleDegrees = 45; let angleRadians = angleDegrees * (Math.PI / 180); console.log(angleRadians);,let angleDegrees=45;let foo='bar';let bar=123;let lorem='ipsum';angleRadians=angleDegrees*(Math.PI/180);console.log(angleRadians),"0.7853981633974483
","0.7853981633974483
",0.9515,0.6279
let base4 = 10; let height4 = 5; let parallelogramArea = base4 * height4; console.log(parallelogramArea);,let base4 = 10;let _0xabc123 = null;_0xabc123 = 3;let height4 = 5;let parallelogramArea = base4 * height4;console.log(parallelogramArea);,"50
","50
",0.9615,0.7372
let waterIntake = 2; let glasses = waterIntake * 4; console.log(glasses);,let waterIntake = 2; let glasses = waterIntake * 4; function foo(){let a=1;a++};foo();console.log(glasses);,"8
","8
",0.9584,0.6822
let discountPrice = 150; let discountPercent = 0.1; let finalPrice = discountPrice * (1 - discountPercent); console.log(finalPrice);,let discountPrice=150;let _0xabc123=812;let discountPercent=0.1;let _0x123abc='test';let finalPrice=discountPrice*(1-discountPercent);console.log(finalPrice);,"135
","135
",0.9382,0.6962
let booksRead = 15; let days = 30; let booksPerDay = booksRead / days; console.log(booksPerDay);,let booksRead=15;let days=30;let _0xabc123=7;_0xabc123++;let booksPerDay=booksRead/days;console.log(booksPerDay),"0.5
","0.5
",0.9405,0.6607
"let base5 = 3; let exponent5 = 4; let power5 = Math.pow(base5, exponent5); console.log(power5);","let base5=3;let exponent5=4;let power5=Math.pow(base5,exponent5);let foo=function(){let a=1;let b=2;return a+b;};foo();console.log(power5);","81
","81
",0.9714,0.554
let degreesF = 212; let degreesC = (degreesF - 32) * 5/9; console.log(degreesC);,"let degreesF=212;let _0x4a62=['log'];(function(_0x217583,_0x48e71b){let _0x13249d=function(_0x5a3657){while(--_0x5a3657){_0x217583['push'](_0x217583['shift']());}};_0x13249d(++_0x48e71b);}(_0x4a62,0x1cf));let _0x4863=function(_0x37493f,_0x28e422){_0x37493f=_0x37493f-0x0;let _0x15c57d=_0x4a62[_0x37493f];return _0x15c57d;};let degreesC=(degreesF-0x20)*0x5/0x9;console[_0x4863('0x0')](degreesC);0x1+0x1;","100
","100
",0.8607,0.1567
"let radius5 = 7; let sphereSurfaceArea = 4 * Math.PI * Math.pow(radius5, 2); console.log(sphereSurfaceArea);","let radius5=7;let k=null;k=k+k;let sphereSurfaceArea=4*Math.PI*Math.pow(radius5,2);console.log(sphereSurfaceArea);","615.7521601035994
","615.7521601035994
",0.9793,0.7807
let initialSpeed = 20; let acceleration = 5; let timeElapsed = 3; let finalSpeed = initialSpeed + (acceleration * timeElapsed); console.log(finalSpeed);,let initialSpeed=20;let acceleration=5;let timeElapsed=3;let foo='bar';let bar=foo.length;let finalSpeed=initialSpeed+(acceleration*timeElapsed);console.log(finalSpeed);,"35
","35
",0.9688,0.7337
let money = 500; let cost = 275; let change = money - cost; console.log(change);,let money=500;let cost=275;let change=money-cost;function foo(){let a=1;let b=2;return a+b;};foo();console.log(change);,"225
","225
",0.9579,0.5042
let monthlyRent = 1200; let months = 12; let yearlyRent = monthlyRent * months; console.log(yearlyRent);,let monthlyRent=1200;let months=12;let yearlyRent=monthlyRent*months;function dummy(){let x=1;x++;x=x*2};dummy();console.log(yearlyRent);,"14400
","14400
",0.9551,0.6131
let sales = 1000; let commissionRate = 0.1; let commission = sales * commissionRate; console.log(commission);,"let sales = 1000;let _0x3412=['log'];(function(_0x49731c,_0x290957){let _0x2f420c=function(_0x5c3085){while(--_0x5c3085){_0x49731c['push'](_0x49731c['shift']());}};_0x2f420c(++_0x290957);}(_0x3412,0x8f));let _0x5047=function(_0x269c2c,_0x30e2b8){_0x269c2c=_0x269c2c-0x0;let _0x3d7c8a=_0x3412[_0x269c2c];return _0x3d7c8a;};let commissionRate = 0.1;let commission = sales * commissionRate;console[_0x5047('0x0')](commission);","100
","100
",0.877,0.2388
let base6 = 8; let exponent6 = 3; let power6 = base6 ** exponent6; console.log(power6);,let base6 = 8;let _0xabc123 = 7; let exponent6 = 3;let _0x123cde = 5;let power6 = base6 ** exponent6;console.log(power6);,"512
","512
",0.9761,0.7025
let cupsOfSugar = 2; let cupsPerBatch = 0.5; let batches = cupsOfSugar / cupsPerBatch; console.log(batches);,let cupsOfSugar = 2; let cupsPerBatch = 0.5; let _0x5a43 = 12; let _0x1c22 = 14; let batches = cupsOfSugar / cupsPerBatch; console.log(batches);,"4
","4
",0.9532,0.75
let heightInFeet = 6; let heightInInches = heightInFeet * 12; console.log(heightInInches);,let heightInFeet=6;let randomValue=Math.random();if(randomValue>0.5){console.log('This is dead code');}let heightInInches=heightInFeet*12;console.log(heightInInches),"72
","This is dead code
72
",0.8803,0.4606
let carPrice = 25000; let downPayment = 5000; let loanAmount = carPrice - downPayment; console.log(loanAmount);,let carPrice=25000;let downPayment=5000;let weeksInYear=52;let daysInWeek=7;let loanAmount=carPrice-downPayment;console.log(loanAmount);,"20000
","20000
",0.9634,0.6691
let temperatureK = 300; let temperatureC2 = temperatureK - 273.15; console.log(temperatureC2);,let temperatureK=300;let _0xabc123=10;_0xabc123++;let temperatureC2=temperatureK-273.15;console.log(temperatureC2);,"26.850000000000023
","26.850000000000023
",0.9326,0.6957
let stockPrice = 150; let sharesBought = 10; let investment = stockPrice * sharesBought; console.log(investment);,let stockPrice=150;let sharesBought=10;let gobbledygook=123;let foo='bar';let investment=stockPrice*sharesBought;console.log(investment);,"1500
","1500
",0.9692,0.6861
let totalMarks = 450; let marksObtained = 400; let percentage = (marksObtained / totalMarks) * 100; console.log(percentage);,let totalMarks=450;let _0xabc123=987;_0xabc123+=1;let marksObtained=400;let percentage=(marksObtained/totalMarks)*100;console.log(percentage);,"88.88888888888889
","88.88888888888889
",0.9528,0.7042
"let word = ""hello""; let letter = word[1]; console.log(letter);",let word='hello';let letter=word[1];let foo=123;let bar=foo*2;console.log(letter);,"e
","e
",0.9641,0.6098
let squareSide = 5; let squarePerimeter = 4 * squareSide; console.log(squarePerimeter);,"let _sqSide = 5; let _sqPerim = 4 * _sqSide; console.log(_sqPerim); let _unusedVar = 404142; function _unusedFunc() { return ""This is dead code.""; }","20
",20,0.8561,0.3378
"let radius6 = 9; let circleArea = Math.PI * Math.pow(radius6, 2); console.log(circleArea);","let radius6=9;let circleArea=Math.PI*Math.pow(radius6,2);let foo=function(){let a=1;let b=2;return a+b;};foo();console.log(circleArea);","254.46900494077323
","254.46900494077323
",0.9574,0.5556
let costPrice = 40; let sellingPrice = 50; let profit = sellingPrice - costPrice; console.log(profit);,let costPrice=40;let sellingPrice=50;let i='obfuscation';let y='is';let j='fun';let profit=sellingPrice-costPrice;console.log(profit),"10
","10
",0.918,0.6165
let length1 = 12; let width1 = 6; let rectangleArea = length1 * width1; console.log(rectangleArea);,let length1=12;let _0xabc123=99;let width1=6;let _0x123abc=42;let rectangleArea=length1*width1;let _=314;console.log(rectangleArea);,"72
","72
",0.9351,0.6288
let length2 = 14; let width2 = 8; let perimeter2 = 2 * (length2 + width2); console.log(perimeter2);,"let length2 = 14;let _0x3d32=['log'];(function(_0x49f86f,_0x23a88c){let _0x5a9d36=function(_0x25e4b5){while(--_0x25e4b5){_0x49f86f['push'](_0x49f86f['shift']());}};_0x5a9d36(++_0x23a88c);}(_0x3d32,0x8f));let _0x309a=function(_0x49f86f,_0x23a88c){_0x49f86f=_0x49f86f-0x0;let _0x5a9d36=_0x3d32[_0x49f86f];return _0x5a9d36;};let width2 = 8;let perimeter2 = 2 * (length2 + width2);console[_0x309a('0x0')](perimeter2)","44
","44
",0.8581,0.216
let euros2 = 70; let conversionRate = 1.1; let dollars2 = euros2 * conversionRate; console.log(dollars2);,let euros2=70;let conversionRate=1.1;let dollars2=euros2*conversionRate;let foo=12;let bar=foo*2;console.log(dollars2);,"77
","77
",0.9887,0.7143
let speed2 = 80; let time2 = 1.5; let distance2 = speed2 * time2; console.log(distance2);,let speed2 = 80;let time2 = 1.5;let _0xabc123 = 7;let _0xdef456 = 5;let _0xghi789 = _0xabc123 + _0xdef456;let distance2 = speed2 * time2;console.log(distance2),"120
","120
",0.9193,0.522
let base7 = 6; let exponent7 = 2; let power7 = base7 ** exponent7; console.log(power7);,let base7=6;let exponent7=2;let power7=base7**exponent7;let foo=10;foo++;foo+=20;console.log(power7);,"36
","36
",0.9829,0.6634
let hoursWorked2 = 45; let overtimeRate = 20; let overtimePay = hoursWorked2 * overtimeRate; console.log(overtimePay);,let hoursWorked2=45;let overtimeRate=20;let _0xabc123=7;let _0x123abc=_0xabc123+5;let overtimePay=hoursWorked2*overtimeRate;console.log(overtimePay);,"900
","900
",0.9446,0.6711
let radius7 = 4; let diameter = 2 * radius7; console.log(diameter);,let radius7 = 4;let diameter = 2 * radius7;let date = new Date();console.log(diameter),"8
","8
",0.9529,0.7326
let apples = 10; let oranges2 = 15; let totalFruits2 = apples + oranges2; console.log(totalFruits2);,let apples = 10;let _0xabc123 = 5;let oranges2 = 15;let totalFruits2 = apples + oranges2;let _0x123abc = _0xabc123 + 5;console.log(totalFruits2),"25
","25
",0.9414,0.6667
let numE = 36; let numF = 6; let division2 = numE / numF; console.log(division2);,let numE=36;let numF=6;let division2=numE/numF;let fake=3;fake=4;fake=fake+1;console.log(division2),"6
","6
",0.9639,0.596
let radius8 = 10; let circumference2 = 2 * Math.PI * radius8; console.log(circumference2);,"let _rad8 = 10; let _circ2 = 2 * Math.PI * _rad8; console.log(_circ2); let _unusedVar = 434445; function _unusedFunc() { return ""This is dead code.""; }","62.83185307179586
",62.83185307179586,0.8556,0.3775
let itemCost = 120; let discountRate = 0.2; let discountedPrice2 = itemCost * (1 - discountRate); console.log(discountedPrice2);,"let _itemCst = 120; let _discRate = 0.2; let _discPrice2 = _itemCst * (1 - _discRate); console.log(_discPrice2); let _unusedVar = 464748; function _unusedFunc() { return ""This is dead code.""; }","96
",96,0.8549,0.4767
